id,index,sql
1898,1963,0390650604
1899,1964,0410350027
1900,1965,0411850016
1901,1966,0411850010
1902,1967,0360190248
1908,1973,1140900015
1918,1983,0870590072
1924,1989,0542600125
1925,1990,1015770026
1926,1991,1603130001
1927,1992,1014550042
1928,1993,2000530037
1929,1994,0840760020
1932,1997,1712190018
1933,1998,1041610040
1940,2005,0121120021
1942,2007,1990540173
1949,2014,1122850053
1950,2015,0580640015
1951,2016,0590740136
1954,2019,0590860054
1955,2020,0610280050
1958,2023,0862240015
1959,2024,0881190053
1960,2025,0871950025
1964,2029,0180040069
1967,2032,0720670011
1968,2033,0390400106
1969,2034,1172690320
1970,2035,1603420002
1978,2043,2990940199
1980,2045,0856410652
1984,2049,0050620009
1989,2054,0360290007
1992,2057,3010390015
1993,2058,1370730002
1996,2093,2270230003
1998,2095,0980400005
2002,2099,1134470025
2003,2100,0130180004
2006,2103,0774710077
2008,2105,0080720013
2010,2107,0180330098
2011,2108,0170890229
2013,2110,2460350001
2014,2111,2460380001
2016,2113,0730120199
2020,2117,1542370744
2021,2118,0440210082
2022,2119,1163170054
2023,2120,1603690435
2024,2121,1591770097
2026,2123,3010200007
2027,2124,3010530018
2028,2125,1840650013
2029,2126,1700060006
2030,2127,1711950010
2031,2128,1700120001
2032,2129,1700050020
2034,2131,3010740001
2036,2133,0760050034
2037,2134,0740430058
2038,2135,1370730002
2039,2136,0430510023
2040,2137,0460330019
2041,2138,0460290233
2042,2139,0482790033
2043,2140,1440420204
2044,2141,1091940002
2045,2142,1091940002
2047,2144,0230980017
2048,2145,0220770045
2049,2146,0230680013
2050,2147,0120530008
2051,2148,0200830052
2052,2149,0120160062
2054,2151,0220050037
2055,2152,0210920002
2056,2153,0110250024
2057,2154,0230940022
2058,2155,0641920071
2059,2156,0310030069
2062,2159,0270650192
2064,2161,1123970020
2065,2162,0581650085
2068,2165,0160620115
2069,2166,0140120235
2070,2167,0130350071
2071,2168,0161530037
2072,2169,0830420016
2073,2170,2991010094
2074,2171,2990600274
2075,2172,0161280019
2078,2175,0150750033
2079,2176,0150750033
2080,2177,0140840008
2081,2178,0140490026
2082,2179,2990040008
2083,2180,0130330014
2084,2181,0811410179
2085,2182,0813610518
2086,2183,0090930039
2087,2184,0150910044
2088,2185,0851300258
2090,2187,1240911044
2093,2191,0873740005
2094,2192,0861130026
2095,2193,0853100016
2096,2194,0080430729
2097,2195,0060080103
2098,2196,0340120003
2099,2197,0200150092
2101,2199,0111120004
2103,2201,0330130058
2104,2202,0200770018
2106,2204,0721470050
2107,2205,0721360038
2108,2206,1272890051
2109,2207,0452930222
2110,2208,0410050025
2111,2209,0453150024
2112,2210,0470370010
2113,2211,3090470050
2114,2212,0390430023
2115,2213,0450450001
2116,2214,0370110032
2117,2215,0410380022
2118,2216,0360350011
2119,2217,0410560007
2121,2219,1182870013
2126,2224,0891630049
2128,2226,0784310032
2131,2230,0160650110
2133,2232,0854550122
2134,2233,0851270189
2135,2234,0140570242
2137,2236,2991160004
2138,2237,0160960137
2143,2242,1870220002
2145,2244,0900810003
2146,2245,0854270010
2147,2246,0090990006
2152,2251,0180220133
2153,2252,0180220133
2154,2253,0451970164
2156,2255,0421430036
2157,2256,0360190249
2159,2258,0360270009
2176,2275,0856410652
2182,2281,0411210001
2185,2284,0551880004
2186,2285,3000050013
2187,2286,1602280040
2188,2287,3000050013
2189,2288,2010570001
2195,2294,1712150018
2198,2297,0750520009
2199,2298,1113920045
2200,2299,1113920044
2201,2300,1115130047
2205,2304,1141150054
2206,2305,1091610104
2210,2309,1050260002
2212,2311,3040930090
2214,2313,0530230041
2215,2314,0530450014
2216,2315,0621050049
2217,2316,0290780063
2218,2317,0590740136
2219,2318,0590860054
2220,2319,0600370008
2221,2320,0570030009
2223,2322,0591960031
2224,2323,0570170045
2225,2324,0856480001
2227,2326,1250930005
2228,2327,0881580135
2229,2328,0880290045
2230,2329,0870980028
2231,2330,0872220040
2234,2333,0882100008
2241,2340,0721840015
2245,2344,1172690320
2248,2347,1603420002
2252,2351,1700030058
2256,2356,1450540018
2261,2361,0832200151
2262,2362,0090631417
2266,2366,1880100021
2273,2373,0050710020
2277,2377,0721940048
2288,2388,1212600026
2289,2389,1721760079
2290,2390,1160490071
2292,2392,1163170054
2297,2397,1690540190
2299,2399,1113750009
2301,2401,1041540044
2302,2402,0350540011
2305,2405,1572040001
2306,2406,1380120137
2308,2408,1143120123
2309,2409,1472770100
2310,2410,1470750001
2311,2411,1393110001
2314,2414,1662490133
2316,2416,0020800112
2324,2424,2990970027
2325,2425,1881180072
2330,2430,0010110069
2333,2433,0410310215
2335,2435,0412030042
2336,2436,0512690005
2339,2439,0900610051
2340,2440,1712800024
2341,2441,0842740005
2343,2443,1711750009
2344,2444,1230110009
2345,2445,1692120049
2346,2446,3060840336
2347,2447,0751190014
2348,2448,3060840336
2349,2449,1040280001
2350,2450,0460640085
2351,2451,0500080028
2352,2452,0460640085
2353,2453,0491430230
2354,2454,0500080028
2355,2455,0461660039
2356,2456,0891030046
2358,2458,0200680024
2359,2459,0980320032
2360,2460,0682260255
2361,2461,0641900035
2362,2462,0310030017
2363,2463,0541060172
2364,2464,0320660122
2365,2465,1020660068
2366,2466,0961270224
2367,2467,0161360454
2368,2468,0801380015
2369,2469,0811850015
2371,2471,0850950012
2372,2472,0862660008
2373,2473,0870750053
2374,2474,0340120003
2375,2475,0690950047
2376,2476,0690950047
2377,2477,0721880607
2378,2478,3090060039
2379,2479,0410560007
2380,2480,0391690015
2381,2481,0391580025
2382,2482,0450210126
2383,2483,0420120059
2384,2484,0450130016
2385,2485,0494690055
2386,2486,0400820068
2388,2488,0160650110
2389,2489,0832310035
2390,2490,0854190005
2392,2492,0731570103
2393,2493,0492040057
2401,2502,1211140075
2404,2505,0663680039
2405,2506,1970190032
2408,2509,0570070085
2409,2510,0580320007
2410,2511,1133350027
2411,2512,1130090008
2412,2513,0590700009
2413,2514,0592440032
2416,2517,0880680004
2417,2518,0861860018
2418,2519,1272870004
2426,2527,0380060090
2428,2529,1930020006
2429,2530,1930020006
2431,2533,1344640315
2432,2534,1344640315
2434,2536,0680060115
2439,2541,0290050003
2440,2542,0601120034
2441,2543,0130010101
2442,2544,2140250003
2443,2545,2140260006
2444,2546,0860960001
2445,2547,1211140769
2447,2549,0856470294
2448,2550,0330320168
2449,2551,0070190284
2452,2554,0411400041
2453,2555,0542430003
2454,2556,1712770006
2456,2558,3010470035
2457,2559,3061320321
2458,2560,0461660039
2459,2561,0400980040
2460,2562,0431130033
2461,2563,0891130014
2462,2564,0980320032
2463,2565,0231010034
2464,2566,0210540011
2465,2567,0641310093
2466,2568,0641240070
2467,2569,0300030040
2468,2570,0812420011
2469,2571,0130200085
2470,2572,0872550111
2471,2573,0861200019
2472,2574,0860180003
2473,2575,0854020018
2474,2576,0861210049
2475,2577,0340120003
2476,2578,0381140001
2478,2580,0410860017
2479,2581,0420120059
2480,2582,0410780026
2483,2585,1970240020
2484,2586,2990740013
2485,2587,0360390873
2490,2592,1130320014
2495,2597,1701250023
